dataset,foundational_model,adapter,n_features,n_components,context_length,forecasting_horizon,num_layers,hidden_dim,learning_rate,batch_size,coeff_reconstruction,running_time,seed,mse,mae,test_mse,test_mae
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,64,0.1,432.76635575294495,1333,0.8162224539267463,0.7365573567309167,5.65124127766633,1.7236526023970637
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,32,10.0,389.4637267589569,1333,1.0446558754669357,0.8072066732372734,6.657209165110453,1.8432901175303775
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,64,10.0,484.9902763366699,1333,1.1220588792957962,0.8529323566302239,6.766694363328186,1.8984306158620718
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,32,10.0,519.2889025211334,1333,0.7141083218032392,0.6743354653664984,4.9148859523455375,1.5450340208563602
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,64,0.01,546.516316652298,1333,1.0666715744737327,0.7995758281566852,6.557259835639096,1.7779800554324823
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,32,0.1,510.8222932815552,1333,0.7639665085803903,0.6924919665703986,5.3506837247575065,1.6248879736102182
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,64,1.0,687.7502572536469,1333,1.009860192885015,0.7891301970929963,6.412019272380963,1.7764948961771285
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,32,0.1,732.9154531955719,1333,0.8892171609785178,0.7265658835305905,6.478459074620992,1.8130254727372694
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,32,0.01,641.14746260643,1333,0.7470237770234472,0.6612853200411348,5.969186802298081,1.6627716873578064
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.01,64,0.1,63.06559729576111,1333,0.7398351304656257,0.6553617011908823,4.5780529706249435,1.4141907735725645
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.01,32,0.1,62.770723819732666,1333,0.7403214096248716,0.674495361767455,5.330758385217854,1.6036532399461088
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,32,1.0,98.11411213874817,1333,0.9366747387250942,0.7249270339040855,6.514529569012293,1.7543410014404581
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.01,32,1.0,52.936110734939575,1333,0.7012476912838924,0.6608106776743304,4.841621949459821,1.5314041494491617
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.01,64,0.01,79.82586932182312,1333,0.6969927728626045,0.6568060766390243,4.784973889435431,1.5376981999868637
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.01,32,0.01,15.158479928970337,1333,0.9583764176042614,0.7533103432839808,7.016161942253867,1.8451164024592186
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.01,64,1.0,41.4132866859436,1333,0.9642498635462097,0.7490183246650178,7.448069028450733,1.9478750822503876
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,32,10.0,232.7731716632843,1333,0.7142794319255978,0.6679764183434679,4.842173221939502,1.5591790905574523
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,32,0.1,213.6024055480957,1333,0.8668962941032866,0.7129218640130003,6.981229066879899,1.8710925543127055
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,64,0.1,291.71526765823364,1333,0.7673801171964383,0.6811672876099691,6.002085133313134,1.6964013456734321
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,32,1.0,344.19029664993286,1333,1.2296831368732903,0.8905296825423615,7.234311289782618,1.9880609570505832
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,64,0.01,387.54940271377563,1333,0.8352022170463166,0.7336119006789157,5.506130960328946,1.7185285597574544
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,32,0.1,418.00020599365234,1333,0.7274409944046522,0.6719039631140844,5.49380623883424,1.6294919510677701
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,64,1.0,454.8584551811218,1333,0.6985061731280826,0.6588941230663438,4.702198353191316,1.5169014598342638
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,64,0.1,473.2425184249878,1333,0.7580086947232154,0.6794733300692606,5.901286573452119,1.676212076754598
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,64,1.0,464.4045379161835,1333,0.7041381871576714,0.6701220852307356,4.904126021460139,1.5574683088985464
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,64,1.0,550.7733454704285,1333,0.9345768051642471,0.7281015880394849,6.395304315261246,1.7434904666354452
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,32,10.0,487.2474582195282,1333,0.6995948991662544,0.6600895895975657,5.399795515834888,1.6008380597111267
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,32,1.0,574.2043387889862,1333,0.8454521273356904,0.7282635401992228,5.901987577531572,1.7320085149218074
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,32,0.1,485.3258430957794,1333,1.0811811395820787,0.826269561593097,6.901087070672327,1.881115991289333
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.001,64,0.1,642.2906234264374,1333,0.7639401888591781,0.6953159618161756,5.732296434102558,1.7046420812097158
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,5,512,24,0,0,0.0001,64,1.0,573.1674380302429,1333,1.1573550400817698,0.8631100687381742,6.6712497281892436,1.8792208330892783
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,32,1.0,73.19035315513611,1333,0.7782174306539149,0.6640119088573682,6.272504824494749,1.7194119980645397
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,0.01,60.07518148422241,1333,1.122102238308728,0.8473864113493854,7.41546731406409,1.9636833763507648
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,32,0.1,63.8847815990448,1333,0.7234211315949531,0.6578568875697283,4.985470189948767,1.511657379329539
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,64,10.0,128.07159733772278,1333,0.8579797022649708,0.6954351362669703,6.891374140821054,1.8154519963840474
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,64,0.1,86.8637912273407,1333,0.6944965856725989,0.6660745589579642,4.842946027462504,1.5636723673853306
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,64,1.0,81.81490564346313,1333,0.7159193335315565,0.6683951183491741,4.858230089622004,1.551763818504339
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,32,0.1,56.421372175216675,1333,0.8573714557838559,0.7096310962844589,6.83887909830957,1.8487386613151362
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,0.1,211.93766117095947,1333,1.2216273840436678,0.8606129379408204,7.698745185401989,2.0195191166890902
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,1.0,217.33230447769165,1333,0.996680725579829,0.7741043547176386,7.1428205878507764,1.8977189597499802
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,10.0,313.7960774898529,1333,0.8225934960736477,0.7226986933702731,5.56473978284982,1.672448970179023
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,0.01,285.70963764190674,1333,0.7672166618184398,0.6817945161394362,5.742468114682251,1.6581038803226797
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,32,10.0,236.6638307571411,1333,0.6913187898697218,0.6658637934913867,4.3095136399860525,1.5180803312478504
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,0.01,257.4343423843384,1333,0.7514155493213187,0.6761583725303225,5.686445590200949,1.6233885669322057
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,0.1,351.2905538082123,1333,0.7267787069579944,0.6759645721666002,4.8698153647666675,1.540141700519155
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,10.0,238.10819125175476,1333,0.7108361135292643,0.670157912644316,5.191857358779774,1.6133117428280952
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,0.1,265.97133326530457,1333,0.8191492279275853,0.6872536889189313,6.658063200451739,1.7814390929968507
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,1.0,322.73394894599915,1333,0.778118789527516,0.6596748363228777,5.908923873694218,1.6308951921342538
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,0.1,322.3231551647186,1333,0.6912128585175894,0.6580501932254086,4.545553813015397,1.504320853939999
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,64,0.1,470.39114689826965,1333,0.958725080718814,0.7624610290021755,6.101204880327487,1.736134565357007
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,32,1.0,528.2399327754974,1333,0.8206211397004657,0.6975818243027953,5.844333264838479,1.663334853511895
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,1.0,640.1823034286499,1333,0.7097676886125242,0.6559077250202444,4.847154522459216,1.5022109783921898
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,32,0.1,672.9389505386353,1333,1.0697736496193828,0.8154322334350687,7.361315873187054,1.9634872973773572
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,64,0.01,966.7429854869843,1333,1.3960198854598111,0.9210616462857224,8.584083728396292,2.2147875701510498
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,1.0,957.9892237186432,1333,0.8414055231547243,0.7176096473441479,6.597213822744018,1.8036420824153163
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,64,10.0,963.7161204814911,1333,1.1250602486681704,0.8213932702533456,6.652269610922844,1.8267554795373089
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,1.0,908.2939412593842,1333,0.7008517926845974,0.6613162400665273,4.801958408902796,1.524387168190638
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,32,0.1,1037.2357048988342,1333,0.8068359570019829,0.6917570123755784,5.326003014533943,1.5851348930048914
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,64,1.0,911.6873006820679,1333,1.079988577042372,0.8266752565049564,6.663419791797629,1.8604573311303256
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,64,0.1,39.03005576133728,1333,1.1460042768295249,0.8493367981757687,6.9175931380966045,1.8640739554603813
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,32,0.01,30.882912635803223,1333,1.423127176448937,0.9206466008397676,9.533766429540487,2.317929179934648
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,64,0.1,60.2858190536499,1333,0.706038934379649,0.65582867204217,5.038001373178017,1.550789906347164
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,64,1.0,50.485432624816895,1333,0.7156176707201722,0.6733183331329674,4.259335273508456,1.471672348950372
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,0.1,55.162946462631226,1333,1.2470139707659214,0.8561979392856166,8.148881164861487,2.0702740250851566
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,0.01,164.06004643440247,1333,1.1181899806971936,0.810603048390046,6.975512095651085,1.8829097980148555
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,10.0,183.01162028312683,1333,1.015017213217582,0.758654726150143,7.964873168252344,2.0675205173847906
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,0.1,194.88239765167236,1333,0.7073800827366481,0.665663873669681,4.905314276652445,1.5445124024317953
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,0.1,289.78760290145874,1333,0.7076969607246016,0.6556092579873484,4.974754090769165,1.5286297638868678
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.01,32,10.0,242.47256922721863,1333,0.6964279743575962,0.6597166049967857,4.811518934662048,1.5140287473155012
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,1.0,311.15767908096313,1333,0.6956091098984536,0.6570715333768119,4.851591344511412,1.5162117682143386
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,1.0,331.79902958869934,1333,0.7204139404595461,0.6576714242597279,4.92481822273453,1.5020354063833539
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,0.1,368.1224961280823,1333,0.7663840325897342,0.6889730067699257,5.132584369619077,1.565286464517708
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,10.0,486.79425144195557,1333,0.7286578221363482,0.659287500375228,5.401618509983532,1.577181326217017
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,32,1.0,512.4557566642761,1333,0.7071303450658504,0.6610571995620789,5.27573594580513,1.5879034267483563
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,0.01,528.8216679096222,1333,0.7573330853836491,0.6712816127227605,6.096761191244916,1.7162836325661865
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.001,64,1.0,467.8695559501648,1333,0.7770097700773928,0.7132665691878267,5.496683415277103,1.6849691953223833
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,32,10.0,667.5132699012756,1333,0.8744502626037114,0.7362142421427024,5.984252936711402,1.739101927690679
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,64,1.0,713.0272085666656,1333,0.9686118217884854,0.7746567455379147,6.359561033399267,1.8026770486000148
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,32,1.0,742.353353023529,1333,0.913838714705551,0.7286656364365304,5.94860183007509,1.6978043290642235
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,64,0.1,720.6306645870209,1333,0.876333132264684,0.7424081383965973,5.877169007792437,1.724503461310852
Illness_pred=24,AutonLab/MOMENT-1-small,linearAE,7,7,512,24,0,0,0.0001,32,0.01,751.2182972431183,1333,0.7973045664143056,0.7027972673837016,5.8459195120006395,1.6927794630608746
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.01,64,0.01,11.964692115783691,8866,0.8240924901736767,0.6858295774158296,5.7258805668153405,1.6290307497831524
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,32,10.0,19.69538974761963,8866,0.8325506574980063,0.7240429958392182,5.764920108342708,1.7137274990316085
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.01,32,0.1,6.7250025272369385,8866,0.9487435255703518,0.7450159938885519,6.170528849785684,1.7460007568955178
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.01,64,1.0,6.378340244293213,8866,11.600518625523021,2.2774324746673185,12.308627389936394,2.6325702130004434
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,64,1.0,21.324827432632446,8866,0.8893899584011848,0.7097744757828164,5.788399719765244,1.6385158391804218
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.0001,64,0.1,50.711535930633545,8866,0.7704260302216247,0.6773300220276908,5.456713867102078,1.5898829870639315
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,32,0.01,21.475971221923828,8866,0.8646987790083205,0.7094190889148441,5.633325210774306,1.6451762148144002
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.0001,32,0.01,57.96762180328369,8866,1.1584854144710923,0.8465953391710321,6.953343560535083,1.8819397152513488
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.0001,64,10.0,21.099533557891846,8866,0.9591341591396249,0.7730241742934338,5.9479664223815885,1.7384638635209557
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.01,32,10.0,8.463599443435669,8866,9672.954892501839,73.52884203673335,9501.66134089128,73.12209844221736
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,64,0.1,15.71979570388794,8866,0.8171680951948536,0.7087427626531164,4.60987673787143,1.4816574929454078
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.0001,32,1.0,25.22098207473755,8866,0.8882056434474845,0.7410696143443303,4.797732065629617,1.5670478708482034
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.01,32,0.1,3.7703564167022705,8866,0.7546346311139881,0.6747472903014371,5.330516739772723,1.6084053454740712
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.01,64,0.1,5.609473943710327,8866,0.7310893696117168,0.663537339242392,5.131710893152345,1.5686745216219422
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,64,10.0,7.889578342437744,8866,0.9668162600061698,0.7644754708540064,6.215955389301565,1.7741923734583631
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.001,64,0.1,4.240335464477539,8866,112.40286294095327,9.08849625248698,95.83470378670502,8.398401570659471
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.001,32,10.0,5.558887004852295,8866,0.7629986891784579,0.6757134271551174,5.422890542120971,1.5964350872898545
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.001,32,0.1,13.297224521636963,8866,0.7439521205065739,0.664805727937689,5.264079818221872,1.5922455800873812
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.0001,64,1.0,20.389469385147095,8866,0.9394777304913164,0.7580706234030137,5.8414244205491395,1.6987149190786452
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.001,32,0.01,7.160198211669922,8866,0.7310344356985629,0.6817056817799304,5.239961197976549,1.5920458404027247
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,32,0.1,19.04723072052002,8866,0.7147462346398717,0.6668132230899099,5.2890760918545245,1.5978411993160535
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.0001,32,0.1,13.79926323890686,8866,0.7648992734835831,0.6769884862554515,5.5507044783021255,1.6304384465822392
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.001,64,1.0,10.01598310470581,8866,0.7179197301957193,0.6687845034945692,5.0958489383467604,1.5710510800567075
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,32,1.0,22.022619247436523,8866,0.7522159008697951,0.670354781323709,5.37115268125813,1.5919385682384717
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.0001,32,0.1,25.111310958862305,8866,0.7306475802212026,0.672628629473752,5.309213369979948,1.5858305464825924
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.001,32,1.0,4.440893173217773,8866,0.7323910474741733,0.6853289646783577,5.208835610067578,1.6009752560390589
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.001,32,0.1,6.741183519363403,8866,0.9100409953369061,0.7395258802976851,6.078446014667132,1.7484795659180083
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.001,32,0.1,10.436560869216919,8866,0.7824290806146608,0.6967840640891643,5.283315670976411,1.5927244546792108
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,64,0.001,64,0.01,19.430564880371094,8866,0.8231633512740455,0.7093179815834475,5.829037672273765,1.6928944506797847
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.0001,64,0.01,44.347798347473145,8866,0.7826926013650259,0.6872318504590667,5.627797753265314,1.6507520362857548
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.001,64,0.1,12.520554065704346,8866,0.7620405267693313,0.6741270395014224,5.493898387998714,1.6199611867654238
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.01,64,1.0,9.702086210250854,8866,0.7565365430527643,0.6731896389373185,5.3058098654516685,1.592559671459704
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,128,0.01,64,0.01,4.633636951446533,8866,0.7293679301511595,0.6612210266037801,5.259922268603428,1.5710902274473504
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,1,128,0.01,32,1.0,4.090543746948242,8866,0.7541156229613662,0.658190226417131,5.180958257680357,1.5449697574377896
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,1,512,24,2,64,0.0001,64,10.0,30.05000925064087,8866,0.7784547541054073,0.68704690049314,5.523029531241095,1.6267469988217846
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,128,0.001,32,0.1,11.250023603439331,8866,0.7957130525372188,0.6728005718446406,5.530198146039574,1.6009569118291038
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.01,64,1.0,45.670238971710205,8866,0.7008147349237545,0.6730105005123405,5.053276707943889,1.5844809640584798
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.01,32,10.0,21.588124752044678,8866,0.7433829963371302,0.667054139902891,4.9179726067774,1.5735341364040287
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,128,0.001,64,0.1,34.376014947891235,8866,0.716516217460423,0.6936624589979551,4.602348569749601,1.5406231791516805
