dataset,foundational_model,adapter,n_features,n_components,context_length,forecasting_horizon,num_layers,hidden_dim,learning_rate,batch_size,coeff_reconstruction,running_time,seed,mse,mae,test_mse,test_mae
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.001,32,1.0,43.780802488327026,8866,0.8017088775721917,0.6990060436914245,5.507706594493217,1.6335880036075938
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.001,32,0.01,47.997321128845215,8866,0.8002729525728254,0.6984305091778288,5.065740154088133,1.5639257942186764
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.01,64,10.0,21.235130310058594,8866,0.7893877783577806,0.681987241665959,5.228855278682254,1.566545915788507
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.001,64,0.1,57.85009264945984,8866,0.9194927788738863,0.7415461654903941,5.763140003713652,1.7086355694219877
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.001,64,1.0,49.51944899559021,8866,0.8651572311769199,0.7236976878704677,5.300318683295131,1.6048996165402594
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,128,0.0001,64,1.0,44.410881757736206,8866,0.8175289458535699,0.6859587446503518,5.619899011565827,1.6534040337752691
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,64,0.001,32,1.0,24.87214469909668,8866,0.7585251280457279,0.6662625644131669,5.695225967850211,1.6375359054954939
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.01,32,1.0,14.73750925064087,8866,1.0555638615829521,0.8289516067196983,6.482747612824012,1.8301026137810699
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.0001,32,0.1,146.19197940826416,8866,0.8679195097120599,0.7235077202766973,5.102409302272605,1.5819461869903186
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,64,0.001,64,1.0,41.573320627212524,8866,0.731165023092283,0.657884486040306,5.010674240442,1.5653122283814092
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,64,0.01,64,0.1,11.815739393234253,8866,0.8955781066969841,0.7099066380761897,6.08248535719773,1.6989794437755785
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.0001,64,0.01,118.44886922836304,8866,0.9187816329689754,0.7436537381498473,5.514556799041435,1.6571825810150964
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,128,0.0001,32,10.0,114.5325698852539,8866,0.81082089385525,0.6916284480049597,5.500946422379463,1.6432718991670294
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.001,32,10.0,23.308878898620605,8866,0.8345459642118439,0.7170799684674907,5.126345980401071,1.6888552531104657
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.001,64,0.1,24.99525809288025,8866,0.9360531165868083,0.7525472301691819,5.876851561002983,1.7062108795578792
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.0001,32,0.01,104.03199052810669,8866,0.8956739592247612,0.7324380188785329,5.554775460215155,1.6495336675123193
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,64,0.01,32,0.01,25.975441694259644,8866,0.7010458506156214,0.6615676884405833,5.293302512067719,1.5809709741148914
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.001,64,1.0,36.30920362472534,8866,0.8541791062371533,0.7251276072369475,5.915783779895191,1.721000748048607
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.001,32,0.1,48.0460307598114,8866,0.7523327872660053,0.6793267752365921,5.17159631871759,1.621708484355199
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.0001,64,0.1,80.4639253616333,8866,0.9465741054249716,0.7517431365355917,6.018744128113122,1.7128955932948715
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,128,0.001,32,10.0,9.973444938659668,8866,0.8171341748587065,0.688984209855798,5.379508103735708,1.6075179351877367
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.01,32,0.01,25.982447862625122,8866,0.7791251645272227,0.6817760510649871,5.440270072317567,1.5955808979639146
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.01,64,0.1,10.92465877532959,8866,0.8272324756438665,0.6989883214928575,5.724495884135126,1.657319520778854
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,128,0.01,64,0.1,25.599891901016235,8866,0.7198343935493766,0.6665523709135737,5.301824621419112,1.5857674177191712
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,64,0.001,32,0.01,23.249067783355713,8866,0.7926079705675816,0.6785330078852876,5.855114156742006,1.6633484687159963
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,128,0.01,32,10.0,11.097665309906006,8866,0.7173221386581462,0.672734889611609,5.121002484223562,1.5773159380604966
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,64,0.001,64,0.01,19.22093653678894,8866,0.7516037560249823,0.6664993902740022,5.066893161369297,1.631256946843003
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,2,64,0.01,32,0.1,11.52519178390503,8866,0.7061489995740734,0.6682180433038145,4.654421549513522,1.5930170090208522
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.01,64,0.01,16.043789386749268,8866,0.7355323680349639,0.660771772835524,5.331684866877141,1.5842753566426862
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,128,0.001,32,1.0,51.12313914299011,8866,0.8301699616122844,0.713821457781379,5.8410706620651895,1.6994519673623099
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.0001,32,1.0,145.78279566764832,8866,0.911369405957078,0.7386785760017716,5.540727577240693,1.6203576806072273
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.0001,64,10.0,97.25306272506714,8866,0.8699903549842422,0.72645161485,5.538075375509471,1.6455871994674
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,3,512,24,1,64,0.0001,64,1.0,73.9534056186676,8866,0.8816393876134526,0.7316170361168252,5.774472257619643,1.6798231112447972
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,64,0.01,64,1.0,26.667139530181885,8866,0.6908735011815268,0.6542956383305777,4.754165214841987,1.558774464212993
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,64,0.01,32,1.0,23.86068558692932,8866,0.8292478753648611,0.6990035557445731,5.522498214810975,1.6293877056627963
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.001,32,0.1,61.31197500228882,8866,0.8645198248571382,0.7143629790613384,6.065321526299274,1.7087601832008352
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.01,64,0.1,39.443840980529785,8866,0.7359989604704339,0.6637050396553307,5.255257770377309,1.5818641843314494
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.001,32,10.0,48.009284257888794,8866,0.8687713402614923,0.7207794267962964,5.5847302950494955,1.6269930188265782
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.01,64,1.0,22.396195888519287,8866,0.7653808469276655,0.6899073830516513,5.452421932381019,1.6252746666192512
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,128,0.001,32,0.1,25.487257957458496,8866,0.8052907555252813,0.6818170484246365,5.1934955740216235,1.588752429702685
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.001,64,0.1,90.71440625190735,8866,0.7666980638987713,0.6860955148055122,5.551693301717804,1.6588191488815438
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.01,32,0.1,48.19778037071228,8866,0.7409686168724308,0.6646901498546577,4.994379654805175,1.5505297871702395
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.001,64,1.0,66.48070979118347,8866,0.8978988409735434,0.7359988079468844,5.794699787464544,1.6939408459902288
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.0001,64,1.0,133.00458669662476,8866,0.8164713704330111,0.7127342044689632,4.883487715974752,1.5692213216134838
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,128,0.001,64,0.1,36.30020499229431,8866,0.6849568894122545,0.6511062588599092,5.063593758583683,1.553501878744467
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.01,32,10.0,33.69822645187378,8866,0.7539473755718037,0.6697374870826136,5.279322471562237,1.6068712128877354
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,32,0.1,62.59187865257263,8866,0.8124731584571093,0.6945412096450836,5.297066582986787,1.5828025040290548
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,64,0.0001,64,0.1,122.61975932121277,8866,0.7537117059598498,0.6687881092142837,5.791390756901707,1.6514759896684275
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,64,0.01,66.31221175193787,8866,0.9191541756399552,0.745809886991443,5.655323132840246,1.6641439685776818
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.0001,32,10.0,155.0769853591919,8866,0.8566435437066227,0.7277566758604254,5.150035696977334,1.6411335780021015
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,128,0.001,64,10.0,29.950994729995728,8866,0.7915739652510808,0.6725434496471521,5.168074037132169,1.5775043564042723
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,128,0.001,32,1.0,41.988425493240356,8866,0.7815197483983185,0.677142095766424,5.834653863350528,1.6582646047844156
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,32,1.0,61.28085255622864,8866,0.7982361773632022,0.7030477957520926,4.593532509600086,1.5314219173401702
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,64,0.0001,32,0.01,151.88046431541443,8866,0.7655663757525485,0.6676714238087147,5.118189793558215,1.6031609480922893
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,64,1.0,68.58905553817749,8866,0.9351921409488758,0.74563671675066,6.087132663155106,1.7281227375631842
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.0001,64,0.01,148.72332739830017,8866,0.8425549344900125,0.717867802910023,5.258512045253608,1.601243123600371
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.01,64,10.0,31.17255735397339,8866,0.7102613328973624,0.6606820982301252,4.819986570517032,1.560427415989999
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,64,1.0,44.95357370376587,8866,0.9157258862240092,0.7383351366053091,5.48264725420221,1.632998685202453
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.01,64,0.1,29.347713470458984,8866,0.7880390827115701,0.681043899141103,4.935168249551047,1.5038575638725558
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,128,0.001,64,0.01,32.00051140785217,8866,0.7682716945156591,0.6731089026352103,5.166368913473858,1.6348244195002382
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,64,0.01,64,10.0,33.15270137786865,8866,0.7762778820969517,0.6764252828385624,5.314249255980876,1.609868998935223
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,32,1.0,83.20457410812378,8866,0.819639772238746,0.6995406465289681,5.749298258680535,1.6584641922837629
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,128,0.001,64,1.0,42.84847974777222,8866,0.8374465426067231,0.6888256868364987,5.859138151771575,1.6646008988445884
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,2,128,0.001,32,10.0,37.715935707092285,8866,0.6725068505106178,0.6493258096705791,4.9345187544422675,1.5535276642429883
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.0001,64,1.0,134.87727427482605,8866,0.8942317893446103,0.7412291793905565,5.436788568484989,1.6431830538193917
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,32,0.01,60.32728338241577,8866,0.9467020465137416,0.7479632858596003,6.191322156881451,1.7425405322836187
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.01,32,0.01,83.54277634620667,8866,0.8294185375665911,0.6915012754013158,5.479838299841547,1.6318989519772586
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,128,0.0001,64,0.1,83.99043798446655,8866,1.0135637838161997,0.7813357771970756,6.174814667828006,1.7431976193885326
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.0001,32,0.1,269.4522931575775,8866,0.8341609582884117,0.722415223323434,4.6434974519498455,1.5829767155226933
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.0001,32,1.0,148.38386511802673,8866,0.8931804601805331,0.7346993276106906,5.818297930054857,1.7015069337776414
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,5,512,24,1,64,0.001,64,0.1,30.390477895736694,8866,0.9196397642010801,0.7454926299341855,5.281103447830975,1.6163711643717797
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,128,0.001,32,0.1,38.09561276435852,8866,0.7481968813691092,0.6667527256344761,5.377282626090516,1.6052732127608544
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,32,0.01,60.40503549575806,8866,0.8078404504549376,0.7093986529954128,5.211079053522272,1.6201315760439585
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,64,1.0,60.36736273765564,8866,0.693496054118706,0.6517251895154186,4.87536552563567,1.5670659115402892
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,128,0.001,32,10.0,22.434669256210327,8866,0.7936486171431689,0.6759935859128229,5.927858845428652,1.6683786299809524
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,128,0.001,64,0.01,49.87199544906616,8866,0.8430405775997891,0.6921224459904012,5.928970138816582,1.667708084520928
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,32,10.0,58.70748734474182,8866,0.77125398539519,0.6728208844635699,5.473913578490939,1.6159316529021575
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,64,0.1,67.64067268371582,8866,0.9009818922293075,0.7385378729024946,5.385073234166585,1.6362545404026048
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,64,10.0,38.039344787597656,8866,0.7567152529426318,0.6627020089076755,5.2499654382790135,1.5629521170470355
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,32,1.0,82.03466749191284,8866,0.9250621783743814,0.7421212707980818,5.118661652058047,1.6586465647093998
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,128,0.001,64,1.0,54.03408241271973,8866,0.8007168474464853,0.678588601208422,5.79207468896679,1.6430155917783564
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,64,10.0,85.92516803741455,8866,0.8310820442100136,0.7137670013948746,5.202224378005911,1.6172343383112224
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,32,1.0,66.4554693698883,8866,0.8631119824809053,0.7043769082072853,5.731600816222043,1.644872327074427
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,64,0.01,68.01653528213501,8866,0.9215512559615108,0.7437592035462295,5.765396664186295,1.672139537948297
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,64,1.0,36.926247119903564,8866,0.8262756108484557,0.7177851537288408,5.46801836929299,1.6877150753244945
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.01,32,0.1,32.7116117477417,8866,0.7471415646336638,0.6591102255657049,5.521643787918402,1.6075641049430986
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.01,64,0.01,61.63003897666931,8866,0.6741169023814542,0.6537359349587689,5.746976379203379,1.6451133538550087
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,32,0.1,114.04629015922546,8866,0.7388306407083672,0.6762415447360863,4.711650700144665,1.6007211803303492
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.0001,64,0.1,146.78465366363525,8866,0.9287428469404192,0.7560317686271709,5.36695011617891,1.6397331025516417
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,64,0.001,32,1.0,79.72778701782227,8866,0.888279710427044,0.7307961519766236,5.160925162789201,1.6250353316109405
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.0001,32,1.0,143.33716583251953,8866,0.8145460722097524,0.6876536161250385,5.513146976650013,1.6264676861944636
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.0001,64,1.0,173.06571412086487,8866,0.7773007396408815,0.6658446936031448,6.025308973095341,1.689019328848882
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.0001,32,0.1,161.02137088775635,8866,0.9661665268440114,0.7658280328434726,5.891912828481501,1.7245249105338274
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.0001,32,0.1,267.2191696166992,8866,0.9175719817396014,0.7414582978030251,5.637338898324081,1.6573249586948835
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,32,1.0,48.63167977333069,8866,0.8205094430837501,0.6961542491113439,5.99867179949466,1.6876469035044515
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,128,0.001,32,1.0,41.3311653137207,8866,0.7584596310981664,0.6646585260855423,5.0147653376744366,1.6032190657792673
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.01,32,1.0,22.641690731048584,8866,0.6904152066274616,0.6460427986356656,4.910575841248989,1.536081032193336
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.0001,64,0.1,222.1015181541443,8866,0.9152183039122767,0.7460744105172855,5.918242789344497,1.7145767133271872
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,32,0.1,56.826454877853394,8866,0.7212635537438703,0.6589247976250516,4.873617962601128,1.6102273967250882
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.01,64,1.0,26.832215070724487,8866,0.706566062072344,0.6470403354413475,4.898196790644286,1.5417104552628302
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,64,0.1,41.67927122116089,8866,0.7896849553266752,0.6720331865876661,5.4495835121093075,1.5756446151734684
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,64,0.1,74.18469214439392,8866,0.7481396480418611,0.6596907952567234,5.055861206108534,1.5726451523843294
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.01,64,0.1,64.69584107398987,8866,0.7087264397140872,0.6546755862825568,4.8410855107359625,1.5706290014176698
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.0001,32,10.0,144.08958435058594,8866,0.9329407155761764,0.7542514246080062,5.272854332084094,1.6293062134248228
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.0001,32,0.01,105.25671887397766,8866,0.8053473422598251,0.6867161113319471,5.838597768689746,1.662961758308073
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.0001,64,1.0,180.08809781074524,8866,0.8986269250909734,0.7381964715686382,5.7944919350395185,1.6866408608674357
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,2,64,0.0001,64,0.1,220.6534562110901,8866,0.7119748613849874,0.6505936695929907,5.430356409946961,1.6318735765828518
Illness_pred=24,AutonLab/MOMENT-1-small,simpleAE,7,7,512,24,1,128,0.0001,64,10.0,107.18994283676147,8866,0.9143752520328009,0.7385540720945596,5.334042935269808,1.6264083151498916
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,64,0.001,64,1.0,10.964855194091797,23855,0.8740744834293239,0.7302047555183084,6.029663309217524,1.7265954714792426
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,128,0.01,32,0.1,9.009379386901855,23855,0.7920999597388134,0.6778401313717978,5.539126481664459,1.6186284067365018
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,128,0.01,64,0.1,4.773394346237183,23855,0.7605545997724392,0.6677518192167358,5.3601656589877935,1.5849121005495403
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,2,64,0.0001,32,0.1,33.039095401763916,23855,0.7281359560777082,0.6699814546283648,5.317532657102175,1.6037874414651418
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,2,64,0.0001,64,0.01,38.441460847854614,23855,0.7221701660855827,0.6713772604220481,5.328790778101771,1.6099766949498422
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,2,64,0.01,32,1.0,10.861612319946289,23855,0.7225047277833291,0.6665774242925886,5.314591709430578,1.600485702242526
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,64,0.001,32,1.0,23.732760429382324,23855,0.7812287779402711,0.6819575919837771,5.534769068113459,1.6348159044378567
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,64,0.001,64,0.01,10.75510835647583,23855,0.8729785073347993,0.7384964930481798,6.041234122026173,1.7392471636729663
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,128,0.0001,32,10.0,21.36211085319519,23855,0.9671058743490799,0.7693096269419246,6.36073471925883,1.7812993506014227
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,2,64,0.01,64,1.0,6.165477275848389,23855,0.7204024639978547,0.661971378100055,5.220380848644162,1.5795344287364772
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,64,0.001,32,0.1,16.12786316871643,23855,0.9400012732994567,0.7772531601899269,6.226262723767061,1.7746454640730247
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,128,0.0001,64,1.0,22.847713232040405,23855,1.0780795646090977,0.8133267283659362,6.538995270240646,1.8158753231461497
Illness_pred=24,AutonLab/MOMENT-1-small,VAE,7,1,512,24,1,64,0.001,64,0.1,5.26737117767334,2080,0.9829425114551212,0.7794834474672455,6.415130645726717,1.808295725399321
